country,date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides
Cyprus,01-01-2017,13.140692641,18.678571429,9240,498,96.904992298,0.746573091,0.144701675,100,10.94,,7361.2,8737.878187,130.792532468,0.531766496,,,0.542590022,,23.898925092,34.930103646,0.885234952,0.221605092,0.751,,,71.6475,80.74318897,,1.568102939,22870678689.4802,0.530973077,0.214783162,0.854259431,0.173776850,1.018268585,0.242883191,5.699619770,2.75550628,25.2,31.4,10.994,6.453,81.328,1208523,400795,1.056247711,0.151449949,0.579219427
Cyprus,01-01-2018,14.334080087,18.676406926,9240,498,93.430356423,0.607826233,0.156323329,100,12.02,,7198.6,8560.320828,131.908116883,1.435491195,,,0.614049971,,24.048700670,38.745818527,0.883697271,0.221195087,0.754617035,,,80.7175,84.43358252,3.15,1.760545917,25523485042.6265,0.484394073,0.212974012,0.721238017,0.165898308,0.862575233,0.243935689,5.039629459,2.87702394,23.9,32.7,10.843,6.612,81.382,1218831,404530,1.015942931,0.154611319,1.230687437
Cyprus,01-01-2020,13.814859307,18.672077922,9240,498,116.928562478,0.349622399,0.167104587,100,15.02,,6771.8,8109.206812,133.932575758,-0.638422798,,,0.843869984,,22.228896968,42.112771175,0.839920282,0.231866837,0.755520225,,,81.955,90.80194644,,1.936981023,25227201184.2295,0.288732588,0.231230170,0.547705591,0.159256980,0.993247628,0.260185421,5.686289787,6.33430815,21.3,31.7,10.583,6.93,81.391,1237537,410602,0.903132319,0.114875972,1.212084972
Czech Republic,01-01-2010,,,,,,,,,,,,,,,,,,,,,,,0.726969123,,,,,,,,,,,,,,,,14.4,,,,,,,,,
Czech Republic,01-01-2017,,,,,,,,,,,,,,,,,,,,,,,0.782,,,,,,,,,,,,,,,,12.2,,,,,,,,,
Czech Republic,01-01-2018,,,,,,,,,,,,,,,,,,,,,,,0.764516711,,,,,,,,,,,,,,,,12.2,,,,,,,,,
Czech Republic,01-01-2020,,,,,,,,,,,,,,,,,,,,,,,0.752257407,,,,,,,,,,,,,,,,11.9,,,,,,,,,
Denmark,01-01-2010,65.65,14.66225,40000,703,36.252040532,2.352359056,0.153291345,100,21.2,6327.506456299,48124.8,63737.42493,138.692075,2.310924370,,,2.917069912,,32.737236675,42.268605600,2.100070477,0.218765646,0.748738408,,,,88.72,3.85,1.398621787,321995279401.502,1.040961027,0.239330947,1.898441792,0.154795170,1.873854399,0.235530734,8.559550285,8.93877125,18.3,27.2,11.4,9.8,79.1,5547683,732572,1.541956902,0.146318108,0.756641079
Denmark,01-01-2017,65.7825,15.64,40000,703,40.746662032,2.190132141,0.125844866,100,35.02,,33184,47663.42765,144.1245,1.147132170,,,2.931240082,,33.399879584,37.022152673,1.746446013,0.208749488,0.774,,,79.117916667,97.09936216,,1.138233254,332121063806.391,0.854936242,0.209813088,1.803556561,0.158714339,1.611778617,0.220789850,7.115859985,8.47816181,17.2,28.7,10.6,9.2,81.102439024,5764980,705807,1.517768860,0.121724494,1.237519248
Denmark,01-01-2018,65.8125,15.664,40000,703,43.685836790,2.156479120,0.135948211,100,34.56,,33133.3,47108.3564,144.8409,0.813609467,,,2.966029882,,32.235244401,36.802246483,1.810584188,0.209096208,0.770831823,,,86.764583333,97.31920437,3.99,1.277539272,356841216410.068,0.931788921,0.208318025,1.773296595,0.152301222,1.628394127,0.222046480,7.000150204,8.45675373,17.4,28.2,10.6,9.5,80.953658537,5793636,702536,1.573501945,0.123570561,1.005776975
Denmark,01-01-2020,65.499675,15.711,40000,703,41.767422342,2.236468792,0.149796650,100,39.7,,27356.5,41135.55451,145.7851,0.420711974,,,2.968729973,,34.452234114,39.746532455,1.840414047,0.231866837,0.755094826,,119.9,87.119166667,96.54914573,,1.375348945,354762748338.661,0.920160234,0.226481333,1.808279395,0.150381744,1.785724521,0.233886927,7.389110088,8.93393898,15.9,27.5,10.4,9.4,81.602439024,5831404,693004,1.514662504,0.111107700,0.944102117
Dominican Republic,01-01-2017,50.279445249,43.879735045,48310,1410,15.205121327,-0.787117958,0.130608916,100,16.87,,23551.3,37021.07534,220.394204099,3.279556947,9.338161416,,,,13.030751059,16.019481638,-0.383324534,0.208990946,0.492,,,63.408333333,67.57124533,,0.666063444,79998046305.79,0.152073190,0.213935792,-0.430010110,0.161474079,-0.038595371,0.199362278,3.920267582,2.68220282,20.9,42.2,19.993,6.032,73.063,10647244,2099956,0.159244791,0.125854239,11.420795842
Dominican Republic,01-01-2018,50.279445249,44.047195198,48310,1410,15.581367788,-0.830727458,0.132649019,98.9,15.95,,25366,39252.48133,222.842703374,3.564434260,8.079225853,,,,13.024934989,15.704552141,-0.388692081,0.212409139,0.506880283,,,61.121666667,74.82204836,2.66,0.693991110,85555390139.118,0.012199945,0.212307975,-0.365889728,0.151583955,-0.028536692,0.199100927,3.918210745,2.52541804,18.8,43.7,19.762,6.06,73.232,10765531,2037484,0.125113517,0.128005251,9.920551523
Ecuador,01-01-2010,30.188838782,52.456877114,248360,2274,6.439320518,-0.707744360,0.167790592,97.462142,11.79,1139.591256196,37254,71886.09941,60.354263972,3.554377346,,,0.402969986,,,,-0.674511254,0.212392136,0.525806725,,30,,29.03,2.77,3.010551292,69555367000,-0.586674452,0.243547097,-1.143229127,0.149675846,-1.124051690,0.191954479,4.507430077,2.83477545,46.08,48.8,21.892,4.852,75.43,14989585,5592614,-0.231080830,0.112505354,17.505487393
Ecuador,01-01-2017,22.507650185,51.097761314,248360,2274,6.431572524,-0.625844002,0.129452556,99.2,17.05,,38549.3,72729.71647,67.228796908,0.417335589,,,,,13.711830740,31.571134483,-0.352241844,0.208990946,0.602,,29.2,71.537083333,55.8,,2.361263384,104295862000,-0.078932591,0.213935792,-0.718148053,0.161474079,-1.023223996,0.199362278,4.614257812,4.54476023,34.59,44.7,17.996,4.872,76.972,16696944,6066000,-0.172117531,0.125854239,5.809446327
Ecuador,01-01-2018,21.935899501,50.838983733,248360,2274,6.679730837,-0.629149854,0.131306872,98.7,16.33,,40273.2,73972.27038,68.512127557,-0.224103246,,,,,14.281513505,33.699006323,-0.317857921,0.212409139,0.596219540,,,73.41375,57.5,2.88,2.351887153,107562008000,-0.094810791,0.212307975,-0.663210571,0.151583955,-0.886888802,0.199100927,4.621455193,4.92990112,37.86,45.4,17.658,4.911,77.094,17015672,6156100,0.001128500,0.128005251,5.841673659
El Salvador,01-01-2017,58.166023166,28.831081081,20720,1784,17.539243220,-0.533897817,0.129452556,96.8,24.99,,6344.9,11280.12151,302.444691120,1.012354033,,,0.180779994,55.248518820,17.753751065,24.843989900,-0.387264580,0.208990946,0.501,,,67.120833333,33.8207289,,1.044469401,24979190000,-0.263820618,0.213935792,-0.872741163,0.161474079,-0.169848293,0.199362278,3.725229979,4.58291912,38.9,38,16.974,6.857,72.311,6266654,1800096,0.154457390,0.125854239,63.223527003
El Salvador,01-01-2018,57.707528958,28.613899614,20720,1784,18.357669914,-0.586034775,0.131306872,97,23.21,,6844.9,11641.82258,302.912258687,1.090330006,,,0.165309995,52.214282008,18.128923536,24.727093850,-0.490081698,0.212409139,0.544985712,,,68.108333333,43.8,2.58,1.132207279,26020850000,-0.389219522,0.212307975,-0.930241406,0.151583955,-0.016186897,0.199100927,3.605750084,4.54641724,33.8,38.6,16.536,6.938,72.555,6276342,1755932,0.029691502,0.128005251,53.311303518
Estonia,01-01-2010,22.382637414,55.107808445,42390,626,39.396567900,0.989536285,0.135711774,100,25.32,6506.318180965,18500.4,21672.08663,31.410120311,2.972045120,,,1.578989983,7.897645108,19.823957542,37.879119358,1.076666474,0.215913206,0.725663781,,,,74.1,3.16,1.700425622,19523477325.6235,0.661366999,0.239330947,1.153129935,0.135176718,1.388202071,0.177897826,5.517789841,4.69232178,21.7,32,11.9,11.9,75.429268293,1331475,424820,1.105651736,0.134045854,5.257090501
Estonia,01-01-2017,22.970760234,57.038596491,42750,626,43.474474086,1.202570915,0.121001840,100,27.52,,16773.5,19899.03282,30.816,3.417235495,,,1.276849985,13.425576163,20.941809329,35.051755055,1.072270870,0.211273745,0.747,,,80.187916667,88.10245687,,2.009766509,26924385103.0659,0.642369628,0.209813088,1.247594357,0.145976722,1.633655667,0.197260484,4.961319923,4.84846592,23.4,30.4,10.5,11.8,78.092682927,1317384,412117,1.214448333,0.127567202,2.201057494
Estonia,01-01-2018,23.040935673,57.038596491,42750,626,43.984556341,1.468725204,0.130416200,100,28.59,,15716.9,18817.84752,30.923438596,3.436326884,,,1.409989953,13.458569771,20.959212987,35.625240242,1.150592685,0.210913703,0.774125278,,,86.755,89.35700777,3.31,2.009087120,30624720196.229,0.580257714,0.208318025,1.203603506,0.139618278,1.544832945,0.197632849,5.239970207,4.94593143,24.4,30.3,10.9,11.9,78.243902439,1321977,411399,1.190116882,0.131775856,2.117766739
Estonia,01-01-2020,23.040935673,57.038596491,42750,626,41.443329934,1.580865502,0.137092009,100,40,,7097.52,10198.8019,31.099929825,-0.444531098,,,1.750920057,23.755704628,20.691074911,41.092326221,1.299159646,0.220126405,0.777203202,,,84.54625,89.05828666,,2.293829971,31370395572.7658,0.709752977,0.226481333,1.336464643,0.136636123,1.529534817,0.208771586,5.519929886,5.97475481,23.3,30.7,9.9,11.9,78.595121951,1329522,409107,1.167532682,0.103892066,3.159215431
Finland,01-01-2010,7.541625535,73.188548865,303900,536,19.374374113,2.151669741,0.174142480,100,33.43,16484.094275371,62526.4,75320.42652,17.648410661,1.184135232,,,3.705319881,,18.601276688,38.383038434,2.223886967,0.227385253,0.817361474,,,,86.89,3.89,1.491758160,249424310816.667,1.423606873,0.239330947,1.961252689,0.157016754,1.873101711,0.235530734,6.504449844,7.18045282,16.9,27.7,11.4,9.5,79.870731707,5363352,870472,1.486712694,0.146318108,2.200149666
Finland,01-01-2017,7.469070808,73.733219268,303920,536,23.205009776,2.161560535,0.125844866,100,44.48,,43015.4,55043.07473,18.123894446,0.754015047,,,2.727869987,,20.733889819,37.897313755,1.977040172,0.208749488,0.814,,,88.545833333,87.46892907,,1.351297608,255647979916.471,1.063806653,0.209813088,2.023436785,0.158714339,1.811839223,0.220789850,6.363110065,7.11996555,15.7,27.4,9.1,9.8,81.631707317,5508214,808330,1.559362173,0.121724494,1.216381684
Finland,01-01-2018,7.475651487,73.733219268,303920,536,24.366720794,2.171321154,0.135948211,100,44.3,,44395.5,56199.93179,18.147950118,1.083820984,,,2.757489920,,20.824373988,37.408657512,2.013872623,0.209096208,0.814484000,,,88.7475,88.88996,3.97,1.362534374,275708001767.843,0.891700327,0.208318025,2.034647465,0.152301222,1.779110193,0.222046480,6.275579929,7.10539436,16.5,27.3,8.6,9.9,81.734146341,5515525,806259,1.588881493,0.123570561,1.559253161
